source_doc,source_pdf,source_page,reference_page,classification,assigned_to_block,block_start_page,block_reference_start,office,funding_year,word_count,visual_row_count,reason
119sdoc6,GPO-CDOC-119sdoc6.pdf,10,10,other,False,,,,,45,36,non_data
119sdoc6,GPO-CDOC-119sdoc6.pdf,11,11,other,False,,,,,174,48,non_data
119sdoc6,GPO-CDOC-119sdoc6.pdf,12,12,other,False,,,,,253,42,non_data
119sdoc6,GPO-CDOC-119sdoc6.pdf,13,13,other,False,,,,,191,43,non_data
119sdoc6,GPO-CDOC-119sdoc6.pdf,14,14,other,False,,,,,163,43,non_data
119sdoc6,GPO-CDOC-119sdoc6.pdf,15,15,other,False,,,,,153,47,non_data
119sdoc6,GPO-CDOC-119sdoc6.pdf,16,16,other,False,,,,,53,18,non_data
119sdoc6,GPO-CDOC-119sdoc6.pdf,17,17,banner,True,17,17,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2024,57,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,18,18,banner,True,18,18,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2025,54,29,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,19,19,banner,True,19,19,PRESIDENT PRO TEMPORE (D),2024,66,33,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,20,20,banner,True,20,20,PRESIDENT PRO TEMPORE (D),2025,60,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,21,21,banner,True,21,21,PRES PRO TEM EMERITUS (D),2025,60,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,22,22,banner,True,22,22,PRES PRO TEM EMERITUS (D),2026,57,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,23,23,banner,True,23,23,MAJORITY LEADER (D),2024,57,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,24,24,banner,True,24,24,MINORITY LEADER (D),2025,57,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,25,25,banner,True,25,25,MINORITY LEADER (D),2026,57,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,26,26,banner,True,26,26,MAJORITY WHIP (D),2024,58,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,27,27,banner,True,27,27,MINORITY WHIP (D),2025,58,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,28,28,banner,True,28,28,MINORITY WHIP (D),2026,58,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,29,29,banner,True,29,29,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (D),2024,59,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,30,30,banner,True,30,30,CHAIRMAN MINORITY CONFERENCE COMMITTEE (D),2025,56,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,31,31,banner,True,31,31,CHAIRMAN MINORITY CONFERENCE COMMITTEE (D),2026,56,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,32,32,banner,True,32,32,CHAIRMAN MAJORITY POLICY COMMITTEE (D),2024,59,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,33,33,banner,True,33,33,CHAIRMAN MINORITY POLICY COMMITTEE (D),2025,55,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,34,34,banner,True,34,34,CHAIRMAN MINORITY POLICY COMMITTEE (D),2026,58,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,35,35,banner,True,35,35,OFFICE OF THE VICE PRESIDENT (R) - VANCE,2025,64,33,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,36,36,banner,True,36,36,OFFICE OF THE VICE PRESIDENT (R) - VANCE,2026,58,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,37,37,banner,True,37,37,PRES PRO TEM EMERITUS (R),2024,55,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,38,38,banner,True,38,38,PRES PRO TEM EMERITUS (R),2025,55,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,39,39,banner,True,39,39,PRESIDENT PRO TEMPORE (R),2025,55,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,40,40,banner,True,40,40,PRESIDENT PRO TEMPORE (R),2026,55,30,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,41,41,banner,True,41,41,MINORITY LEADER (R),2024,70,35,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,42,42,banner,True,42,42,MAJORITY LEADER (R),2025,64,33,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,43,43,banner,True,43,43,MAJORITY LEADER (R),2026,71,33,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,44,44,banner,True,44,44,MINORITY WHIP (R),2024,58,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,45,45,banner,True,45,45,MAJORITY WHIP (R),2025,61,32,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,46,46,banner,True,46,46,MAJORITY WHIP (R),2026,58,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,47,47,banner,True,47,47,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2024,59,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,48,48,banner,True,48,48,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (R),2025,59,31,block_start
119sdoc6,GPO-CDOC-119sdoc6.pdf,49,49,banner,True,49,49,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (R),2026,71,34,block_start
